spectral,regression,xgboost,19.570327430721576,0.6016595868099925,0.36195353723226376
spectral,regression,gaussian_process,34.31213318074102,0.09817130720138138,-0.0505483721266633
spectral,regression,random_forests,21.196708036113986,0.5657830980089504,0.3089533420302015
spectral,binary,xgboost,0.7176971294251728,0.7259036144578314,0.7756252201479393
spectral,binary,gaussian_process,0.6593729966521832,0.6609294320137694,0.6814874696847211
spectral,binary,random_forests,0.6868470570078591,0.6880378657487092,0.7049247049247049
isomap,regression,xgboost,18.85069102946209,0.6209440350066768,0.385464269884798
isomap,regression,gaussian_process,32.18172721807411,0.11863883944201814,0.013763067251399419
isomap,regression,random_forests,21.368725237376367,0.5588268379699917,0.3033787844052407
isomap,binary,xgboost,0.7240291924875941,0.7319277108433735,0.7793127878143818
isomap,binary,gaussian_process,0.6441134221335802,0.6454388984509466,0.665040650406504
isomap,binary,random_forests,0.6916076050051049,0.6927710843373494,0.7092833876221498
varenc,regression,xgboost,18.801662963728145,0.6223311551710817,0.38701049405471244
varenc,regression,gaussian_process,32.47428544878366,-0.017771646216111943,-5.972397991715894e-06
varenc,regression,random_forests,20.55748076288252,0.5831635310013593,0.33001090025973934
varenc,binary,xgboost,0.7292675760381794,0.7362306368330465,0.7789397764154345
varenc,binary,gaussian_process,0.5229850772847069,0.5055938037865749,0.20041753653444674
varenc,binary,random_forests,0.6770247168601752,0.6781411359724613,0.694942903752039
None,regression,xgboost,18.433070691192928,0.6318103614080803,0.39905940994926103
None,regression,gaussian_process,225.68514244000377,0.010577363627194436,-6.331359187963834
None,regression,random_forests,20.654947651121546,0.5791687088837962,0.32660019639245275
None,binary,xgboost,0.7175249899090629,0.7271944922547332,0.7827278958190541
None,binary,gaussian_process,0.7396805328014816,0.7422547332185886,0.7638943634213639
None,binary,random_forests,0.698625258209274,0.7005163511187608,0.7211538461538461
